categoria,Z0_0_mag,Z0_0_phase,Z1_-1_mag,Z1_-1_phase,Z1_1_mag,Z1_1_phase,Z2_-2_mag,Z2_-2_phase,Z2_0_mag,Z2_0_phase,Z2_2_mag,Z2_2_phase,Z3_-3_mag,Z3_-3_phase,Z3_-1_mag,Z3_-1_phase,Z3_1_mag,Z3_1_phase,Z3_3_mag,Z3_3_phase,Z4_-4_mag,Z4_-4_phase,Z4_-2_mag,Z4_-2_phase,Z4_0_mag,Z4_0_phase,Z4_2_mag,Z4_2_phase,Z4_4_mag,Z4_4_phase
square,22788,0,81.0762,-2.57527,81.0762,2.57527,88.6174,2.61262,118.494,3.14159,88.6174,-2.61262,3.00682,1.49761,27.2085,0.883355,27.2085,-0.883355,3.00682,-1.49761,23.1456,-0.412484,27.6165,-1.38206,68.1975,0,27.6165,1.38206,23.1456,0.412484
square,20955,0,83.7455,-3.13533,83.7455,3.13533,13.2107,2.96124,45.9274,3.14159,13.2107,-2.96124,31.5853,0.147786,21.6565,0.0824688,21.6565,-0.0824688,31.5853,-0.147786,31.655,0.0761972,32.6054,0.148291,4.21541,0,32.6054,-0.148291,31.655,-0.0761972
square,26865,0,148.658,2.72277,148.658,-2.72277,153.408,-2.76736,275.048,3.14159,153.408,2.76736,42.5914,-2.47377,90.9467,-0.411725,90.9467,0.411725,42.5914,2.47377,36.8378,-1.42033,103.663,-3.05616,25.9309,0,103.663,3.05616,36.8378,1.42033
square,21437,0,109.988,-2.98763,109.988,2.98763,89.6494,-2.98731,140.756,3.14159,89.6494,2.98731,72.8893,3.04357,60.8908,-3.06363,60.8908,3.06363,72.8893,-3.04357,69.4927,-2.68314,39.1104,-2.95364,51.0575,3.14159,39.1104,2.95364,69.4927,2.68314
square,22709,0,60.1494,-1.22656,60.1494,1.22656,33.7273,0.0942,189.992,3.14159,33.7273,-0.0942,37.1835,1.19392,88.9872,-0.524358,88.9872,0.524358,37.1835,-1.19392,135.138,-0.0428396,52.6431,1.46106,307.651,0,52.6431,-1.46106,135.138,0.0428396
square,48615,0,119.364,2.95964,119.364,-2.95964,123.79,0.114561,1027.83,3.14159,123.79,-0.114561,76.9013,0.331271,111.847,0.24216,111.847,-0.24216,76.9013,-0.331271,95.0011,-3.08538,411.408,-0.00804344,117.334,3.14159,411.408,0.00804344,95.0011,3.08538
square,12147,0,138.138,-1.53448,138.138,1.53448,40.2555,1.69374,23.6729,0,40.2555,-1.69374,28.0915,0.797466,67.3855,0.180542,67.3855,-0.180542,28.0915,-0.797466,26.5878,0.261981,26.6172,1.71088,51.3681,0,26.6172,-1.71088,26.5878,-0.261981
square,41429,0,311.002,-3.06198,311.002,3.06198,170.841,1.7104,582.802,3.14159,170.841,-1.7104,201.314,1.43468,145.67,-2.57062,145.67,2.57062,201.314,-1.43468,162.773,-2.81239,86.5567,0.924505,250.444,3.14159,86.5567,-0.924505,162.773,2.81239
square,10686,0,125.99,-1.07321,125.99,1.07321,39.1693,0.52692,113.347,3.14159,39.1693,-0.52692,9.72738,2.36139,37.0175,-2.05016,37.0175,2.05016,9.72738,-2.36139,21.0442,-0.467184,22.2133,-0.353119,9.10014,0,22.2133,0.353119,21.0442,0.467184
square,15233,0,16.4398,-0.972671,16.4398,0.972671,26.87,-0.525761,39.2388,3.14159,26.87,0.525761,1.2115,-1.16435,28.2266,-1.37664,28.2266,1.37664,1.2115,1.16435,16.2962,1.4586,1.87946,1.2028,8.69719,0,1.87946,-1.2028,16.2962,-1.4586
square,20272,0,119.885,-3.03253,119.885,3.03253,20.0945,-2.74846,100.232,3.14159,20.0945,2.74846,20.5917,0.721089,40.8847,-0.0840499,40.8847,0.0840499,20.5917,-0.721089,36.5157,-0.792597,28.5567,0.165061,17.6226,0,28.5567,-0.165061,36.5157,0.792597
square,16650,0,28.7021,1.77225,28.7021,-1.77225,21.6864,1.3564,221.227,3.14159,21.6864,-1.3564,80.7103,-2.28628,82.2642,1.46297,82.2642,-1.46297,80.7103,2.28628,13.8179,-2.50569,80.1482,-2.69048,3.25464,3.14159,80.1482,2.69048,13.8179,2.50569
square,27061,0,65.2336,-3.1261,65.2336,3.1261,54.204,-3.08208,86.4596,3.14159,54.204,3.08208,48.0962,3.10572,47.4294,3.13578,47.4294,-3.13578,48.0962,-3.10572,55.4879,3.1,37.998,3.09293,58.7375,3.14159,37.998,-3.09293,55.4879,-3.1
square,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
square,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
square,6327,0,7.43492,1.16198,7.43492,-1.16198,8.94776,-1.86891,2.41333,3.14159,8.94776,1.86891,10.7396,2.25045,11.3284,-0.176045,11.3284,0.176045,10.7396,-2.25045,10.1468,3.12699,6.40602,-0.507276,6.01615,3.14159,6.40602,0.507276,10.1468,-3.12699
square,19120,0,161.091,-0.0764525,161.091,0.0764525,27.6544,1.65274,282.883,3.14159,27.6544,-1.65274,121.073,0.873216,111.813,-0.883682,111.813,0.883682,121.073,-0.873216,53.2588,-2.76853,18.2455,1.91025,77.7099,3.14159,18.2455,-1.91025,53.2588,2.76853
square,30971,0,123.094,-2.41298,123.094,2.41298,52.8908,-2.66834,282.705,3.14159,52.8908,2.66834,126.394,2.95055,93.9864,-2.66195,93.9864,2.66195,126.394,-2.95055,114.515,2.91692,17.9147,-2.4611,76.7311,3.14159,17.9147,2.4611,114.515,-2.91692
square,21831,0,65.328,-0.614827,65.328,0.614827,53.7832,-0.00932631,194.635,3.14159,53.7832,0.00932631,99.0432,-1.96081,43.3403,0.2686,43.3403,-0.2686,99.0432,1.96081,82.0299,1.5822,64.5524,-0.329302,110.903,0,64.5524,0.329302,82.0299,-1.5822
square,26049,0,205.149,-2.72266,205.149,2.72266,138.54,2.83036,218.796,3.14159,138.54,-2.83036,48.8258,-0.939267,79.7388,0.224781,79.7388,-0.224781,48.8258,0.939267,94.9642,-0.50442,21.1913,-0.970797,110.172,0,21.1913,0.970797,94.9642,0.50442
square,29866,0,107.548,-2.92704,107.548,2.92704,96.506,-3.05377,143.179,3.14159,96.506,3.05377,50.5546,-2.71351,30.6333,-2.61133,30.6333,2.61133,50.5546,2.71351,85.8919,2.74429,4.13038,-2.13489,36.6842,3.14159,4.13038,2.13489,85.8919,-2.74429
square,22608,0,169.691,3.0042,169.691,-3.0042,176.95,-2.78385,392.388,3.14159,176.95,2.78385,133.825,-1.48179,59.7054,0.494524,59.7054,-0.494524,133.825,1.48179,50.2749,-3.09108,43.4859,-0.550629,33.2128,3.14159,43.4859,0.550629,50.2749,3.09108
square,19961,0,41.4787,-1.07898,41.4787,1.07898,14.7127,-1.70182,46.9925,3.14159,14.7127,1.70182,13.5843,-2.50343,18.5282,2.20492,18.5282,-2.20492,13.5843,2.50343,11.2793,-1.59766,12.8441,-1.14977,1.7678,0,12.8441,1.14977,11.2793,1.59766
square,27454,0,92.3388,-3.01928,92.3388,3.01928,17.244,1.33852,118.951,3.14159,17.244,-1.33852,16.3292,2.07793,26.2798,-0.114068,26.2798,0.114068,16.3292,-2.07793,39.4596,-0.204342,24.9101,0.0159672,17.7994,0,24.9101,-0.0159672,39.4596,0.204342
square,25809,0,136.68,2.5224,136.68,-2.5224,73.2925,-2.68799,107.041,3.14159,73.2925,2.68799,48.3073,-2.43347,30.9375,-0.18966,30.9375,0.18966,48.3073,2.43347,21.8122,1.57963,47.6215,3.0574,8.76824,0,47.6215,-3.0574,21.8122,-1.57963
square,30686,0,173.522,-1.99422,173.522,1.99422,92.1678,3.11015,434.623,3.14159,92.1678,-3.11015,105.395,2.82885,78.4235,-3.11895,78.4235,3.11895,105.395,-2.82885,164.471,-1.04793,104.054,-0.679407,218.956,0,104.054,0.679407,164.471,1.04793
square,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
square,22798,0,73.4361,3.05169,73.4361,-3.05169,65.7932,-3.08587,126.953,3.14159,65.7932,3.08587,64.9206,-1.17096,45.7933,-0.152083,45.7933,0.152083,64.9206,1.17096,29.5314,0.330968,51.0445,0.160318,39.2416,0,51.0445,-0.160318,29.5314,-0.330968
square,14953,0,72.7508,-2.24288,72.7508,2.24288,35.8909,0.751617,263.177,3.14159,35.8909,-0.751617,32.794,0.445655,7.44128,1.89716,7.44128,-1.89716,32.794,-0.445655,91.126,-0.423521,78.3785,-0.234998,115.948,0,78.3785,0.234998,91.126,0.423521
square,22347,0,104.459,1.93131,104.459,-1.93131,110.49,0.690242,326.435,3.14159,110.49,-0.690242,54.4543,-1.69823,146.026,1.75307,146.026,-1.75307,54.4543,1.69823,32.9982,0.344475,66.1341,2.78516,110.849,0,66.1341,-2.78516,32.9982,-0.344475
square,32156,0,85.3266,2.09104,85.3266,-2.09104,276.563,-0.086105,741.482,3.14159,276.563,0.086105,87.8617,-0.375615,80.9926,-0.4079,80.9926,0.4079,87.8617,0.375615,184.201,0.00629676,90.25,-0.153895,626.871,0,90.25,0.153895,184.201,-0.00629676
square,16230,0,7.98332,1.93547,7.98332,-1.93547,5.50706,0.79481,46.4529,3.14159,5.50706,-0.79481,3.53273,-0.260529,2.11968,-1.73849,2.11968,1.73849,3.53273,0.260529,8.01221,-2.90266,3.89443,-2.99373,41.6548,3.14159,3.89443,2.99373,8.01221,2.90266
square,26134,0,179.523,-2.68033,179.523,2.68033,115.486,-2.8308,234.39,3.14159,115.486,2.8308,31.6947,3.05911,76.5844,-1.70655,76.5844,1.70655,31.6947,-3.05911,82.8163,-2.75494,56.9406,-0.0124758,47.7549,3.14159,56.9406,0.0124758,82.8163,2.75494
square,5.48612e+303,3.14159,5.206e+303,2.5128,5.206e+303,-2.5128,4.94018e+303,1.884,4.39424e+303,3.14159,4.94018e+303,-1.884,4.68794e+303,1.2552,3.6518e+303,2.5128,3.6518e+303,-2.5128,4.68794e+303,-1.2552,4.44857e+303,0.626408,2.97373e+303,1.884,2.53644e+303,3.14159,2.97373e+303,-1.884,4.44857e+303,-0.626408
square,1.09749e+304,3.14159,1.08368e+304,2.30718,1.08368e+304,-2.30718,1.07005e+304,1.47273,1.04265e+304,3.14159,1.07005e+304,-1.47273,1.05658e+304,0.638259,1.00255e+304,2.30709,1.00255e+304,-2.30709,1.05658e+304,-0.638259,1.0433e+304,-0.196242,9.63368e+303,1.47249,9.37473e+303,3.14159,9.63368e+303,-1.47249,1.0433e+304,0.196242
square,6.62838e+249,0,6.17792e+249,-1.24905,6.17792e+249,1.24905,5.76636e+249,-2.50298,4.9465e+249,0,5.76636e+249,2.50298,5.39032e+249,2.52142,3.93248e+249,-1.2691,3.93248e+249,1.2691,5.39032e+249,-2.52142,5.04693e+249,1.25786,3.10844e+249,-2.56566,2.61487e+249,0,3.10844e+249,2.56566,5.04693e+249,-1.25786
square,15142,0,70.807,-1.60104,70.807,1.60104,91.2676,2.38038,152.374,3.14159,91.2676,-2.38038,65.2632,2.68651,63.0839,0.871343,63.0839,-0.871343,65.2632,-2.68651,41.833,-0.655904,52.7236,1.13534,119.509,0,52.7236,-1.13534,41.833,0.655904
square,25408,0,151.534,-1.94331,151.534,1.94331,65.7886,1.48374,380.503,3.14159,65.7886,-1.48374,102.742,2.19523,157.41,-2.10231,157.41,2.10231,102.742,-2.19523,67.0664,-2.52057,43.5865,2.53353,21.1796,0,43.5865,-2.53353,67.0664,2.52057
square,20539,0,140.447,-2.74214,140.447,2.74214,22.7679,2.71959,120.1,3.14159,22.7679,-2.71959,32.9996,-0.79178,43.3136,0.471248,43.3136,-0.471248,32.9996,0.79178,73.8481,-0.186757,42.1054,3.04052,84.8761,0,42.1054,-3.04052,73.8481,0.186757
square,35700,0,175.607,-1.60939,175.607,1.60939,132.195,-0.0117413,156.282,3.14159,132.195,0.0117413,51.4975,1.11318,46.6817,-1.77982,46.6817,1.77982,51.4975,-1.11318,27.6079,2.8571,7.33169,-0.786229,23.5822,3.14159,7.33169,0.786229,27.6079,-2.8571
square,16579,0,24.1584,2.62564,24.1584,-2.62564,45.412,0.629522,31.1567,3.14159,45.412,-0.629522,77.2762,1.32752,101.675,-0.261188,101.675,0.261188,77.2762,-1.32752,44.9296,-1.44646,4.09498,2.05662,1.27772,3.14159,4.09498,-2.05662,44.9296,1.44646
square,23370,0,116.53,-1.11363,116.53,1.11363,100.615,-1.22322,19.2446,0,100.615,1.22322,38.6254,0.893211,109.572,2.67806,109.572,-2.67806,38.6254,-0.893211,36.7148,0.0634274,28.9243,-2.19319,43.3923,0,28.9243,2.19319,36.7148,-0.0634274
triangle,44106,0,333.396,-3.01873,333.396,3.01873,157.53,-1.01632,20.0643,3.14159,157.53,1.01632,166.923,-0.531763,176.032,-0.810442,176.032,0.810442,166.923,0.531763,75.2878,1.65656,99.8755,0.130355,14.8274,0,99.8755,-0.130355,75.2878,-1.65656
triangle,23537,0,92.7987,-1.63848,92.7987,1.63848,63.3919,-0.502969,89.9563,3.14159,63.3919,0.502969,27.775,-1.97002,52.537,-1.84039,52.537,1.84039,27.775,1.97002,27.295,-0.136236,28.9829,2.99696,0.251758,3.14159,28.9829,-2.99696,27.295,0.136236
triangle,18210,0,83.0983,-2.01522,83.0983,2.01522,104.945,0.441417,85.6505,3.14159,104.945,-0.441417,34.0883,-0.502541,25.242,-0.82516,25.242,0.82516,34.0883,0.502541,28.895,-1.28243,12.9992,-2.292,27.9816,0,12.9992,2.292,28.895,1.28243
triangle,21756,0,193.562,-3.01592,193.562,3.01592,89.7397,-2.41283,29.5428,3.14159,89.7397,2.41283,52.3901,-1.73074,42.8332,-1.08701,42.8332,1.08701,52.3901,1.73074,18.423,-0.987346,11.689,-2.94147,52.5304,3.14159,11.689,2.94147,18.423,0.987346
triangle,5.82766e+303,3.14159,5.55207e+303,2.4771,5.55207e+303,-2.4771,5.28951e+303,1.8126,4.75137e+303,3.14159,5.28951e+303,-1.8126,5.03937e+303,1.14811,4.01397e+303,2.4771,4.01397e+303,-2.4771,5.03937e+303,-1.14811,4.80106e+303,0.483611,3.3357e+303,1.8126,2.89694e+303,3.14159,3.3357e+303,-1.8126,4.80106e+303,-0.483611
triangle,22511,0,96.0649,-2.88782,96.0649,2.88782,22.9751,-2.72241,59.2674,3.14159,22.9751,2.72241,22.3368,2.86083,27.3387,-2.34174,27.3387,2.34174,22.3368,-2.86083,40.013,3.07722,8.91405,1.83582,13.7174,3.14159,8.91405,-1.83582,40.013,-3.07722
triangle,17836,0,132.063,-2.78603,132.063,2.78603,27.1121,-2.22642,74.0315,3.14159,27.1121,2.22642,13.6736,-1.09828,30.1401,-1.34759,30.1401,1.34759,13.6736,1.09828,14.5497,2.16437,14.6951,-2.69635,14.2941,3.14159,14.6951,2.69635,14.5497,-2.16437
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,24306,0,160.143,-0.747122,160.143,0.747122,174.76,-1.2309,71.6548,3.14159,174.76,1.2309,22.8116,-2.06325,172.207,-1.22658,172.207,1.22658,22.8116,2.06325,67.2985,1.21878,73.5735,0.908147,30.0599,3.14159,73.5735,-0.908147,67.2985,-1.21878
triangle,26903,0,198.744,-2.55697,198.744,2.55697,89.5022,-2.14859,121.829,0,89.5022,2.14859,142.658,-1.60273,172.161,-1.80271,172.161,1.80271,142.658,1.60273,26.1324,1.29518,43.9483,1.28751,2.13618,3.14159,43.9483,-1.28751,26.1324,-1.29518
triangle,17541,0,65.8581,-3.05077,65.8581,3.05077,35.4677,-2.72582,16.3611,3.14159,35.4677,2.72582,27.3041,-2.81225,16.0952,-2.74979,16.0952,2.74979,27.3041,2.81225,38.5769,3.11716,40.0226,2.83059,33.8095,3.14159,40.0226,-2.83059,38.5769,-3.11716
triangle,11913,0,25.5947,-1.22865,25.5947,1.22865,116.884,-0.182639,30.8584,3.14159,116.884,0.182639,47.7411,-1.92953,101.584,-1.53632,101.584,1.53632,47.7411,1.92953,18.4372,1.94925,59.3299,-3.01675,105.394,0,59.3299,3.01675,18.4372,-1.94925
triangle,15127,0,169.715,-1.75623,169.715,1.75623,73.9805,-2.16129,12.4695,0,73.9805,2.16129,130.891,-2.19759,139.846,-2.87108,139.846,2.87108,130.891,2.19759,26.9437,-0.223018,125.218,2.23163,14.6092,3.14159,125.218,-2.23163,26.9437,0.223018
triangle,20364,0,93.1576,-2.17519,93.1576,2.17519,47.8041,-0.166084,100.051,3.14159,47.8041,0.166084,50.0548,2.31147,80.168,-1.50793,80.168,1.50793,50.0548,-2.31147,96.4488,-2.82524,58.7443,-0.117566,37.7392,3.14159,58.7443,0.117566,96.4488,2.82524
triangle,28480,0,198.138,-2.94819,198.138,2.94819,82.4266,0.143007,79.8795,3.14159,82.4266,-0.143007,79.0517,-1.28965,161.46,-1.63976,161.46,1.63976,79.0517,1.28965,68.3479,-2.91279,126.113,-0.116818,84.4877,3.14159,126.113,0.116818,68.3479,2.91279
triangle,15979,0,45.4978,2.03513,45.4978,-2.03513,29.0969,-2.73091,24.4807,0,29.0969,2.73091,46.8354,-2.51672,67.1278,-1.77428,67.1278,1.77428,46.8354,2.51672,25.038,3.07477,34.2847,2.15559,49.4894,3.14159,34.2847,-2.15559,25.038,-3.07477
triangle,17593,0,107.457,-0.829681,107.457,0.829681,94.1085,0.351976,169.871,0,94.1085,-0.351976,95.2755,-1.95003,4.34442,-3.13079,4.34442,3.13079,95.2755,1.95003,82.5262,0.835775,124.136,2.28955,73.649,0,124.136,-2.28955,82.5262,-0.835775
triangle,16147,0,15.2558,-2.75415,15.2558,2.75415,22.8732,2.92272,106.418,3.14159,22.8732,-2.92272,63.5259,3.09689,30.282,-2.71156,30.282,2.71156,63.5259,-3.09689,21.862,-2.70287,29.696,2.56875,71.5267,3.14159,29.696,-2.56875,21.862,2.70287
triangle,18938,0,107.561,-2.92793,107.561,2.92793,76.5787,-2.96007,71.1571,3.14159,76.5787,2.96007,53.3778,-2.67364,42.5411,-2.95809,42.5411,2.95809,53.3778,2.67364,44.9321,-2.72949,18.6821,-2.57267,27.3744,3.14159,18.6821,2.57267,44.9321,2.72949
triangle,27444,0,123.792,-2.06788,123.792,2.06788,37.6597,-1.31544,161.297,0,37.6597,1.31544,143.564,-1.98076,54.1302,-2.91026,54.1302,2.91026,143.564,1.98076,35.6751,0.705065,152.313,2.86545,118.396,3.14159,152.313,-2.86545,35.6751,-0.705065
triangle,33818,0,488.707,-1.47542,488.707,1.47542,140.22,-0.725445,15.174,0,140.22,0.725445,431.64,-1.67107,199.319,-1.94485,199.319,1.94485,431.64,1.67107,170.184,0.932649,242.326,2.27755,380.648,0,242.326,-2.27755,170.184,-0.932649
triangle,22960,0,99.4513,3.12101,99.4513,-3.12101,28.2453,-2.03947,11.1717,3.14159,28.2453,2.03947,22.246,-0.712046,26.5151,-0.98118,26.5151,0.98118,22.246,0.712046,25.2182,0.855021,16.1216,1.23796,11.0717,3.14159,16.1216,-1.23796,25.2182,-0.855021
triangle,19967,0,32.287,-0.58811,32.287,0.58811,29.2541,1.06088,2.46875,3.14159,29.2541,-1.06088,17.0433,-2.82615,30.2762,-2.20659,30.2762,2.20659,17.0433,2.82615,27.3833,-2.68365,5.59676,-0.98719,44.377,3.14159,5.59676,0.98719,27.3833,2.68365
triangle,25699,0,185.757,-1.9356,185.757,1.9356,199.603,-0.587512,8.77694,3.14159,199.603,0.587512,39.3362,-0.919984,199.861,-1.43113,199.861,1.43113,39.3362,0.919984,4.46714,-0.587645,67.4475,1.54249,39.3153,3.14159,67.4475,-1.54249,4.46714,0.587645
triangle,11196,0,57.4851,-3.13376,57.4851,3.13376,30.141,-3.13134,56.9444,3.14159,30.141,3.13134,18.52,3.12996,20.4265,3.13553,20.4265,-3.13553,18.52,-3.12996,22.5435,3.13524,9.15296,3.07241,18.091,3.14159,9.15296,-3.07241,22.5435,-3.13524
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,30187,0,345.387,-1.95575,345.387,1.95575,81.9571,-2.5221,87.6002,3.14159,81.9571,2.5221,102.623,-1.65573,53.036,-2.77216,53.036,2.77216,102.623,1.65573,43.7711,0.326382,105.114,1.57748,152.222,0,105.114,-1.57748,43.7711,-0.326382
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,14850,0,66.4516,-1.42878,66.4516,1.42878,43.7922,0.361705,43.1771,3.14159,43.7922,-0.361705,11.9755,2.6162,1.21487,1.68419,1.21487,-1.68419,11.9755,-2.6162,10.972,-2.05972,16.9858,-2.95728,9.11846,0,16.9858,2.95728,10.972,2.05972
triangle,6156,0,87.134,-3.02195,87.134,3.02195,25.4212,-2.33673,12.1728,0,25.4212,2.33673,15.7408,-1.3602,19.3715,-0.204067,19.3715,0.204067,15.7408,1.3602,14.8182,3.13262,16.624,2.24309,16.6831,0,16.624,-2.24309,14.8182,-3.13262
triangle,21700,0,15.0565,-3.00517,15.0565,3.00517,91.0917,2.7722,88.7168,3.14159,91.0917,-2.7722,69.6739,-1.47289,44.3753,-1.50269,44.3753,1.50269,69.6739,1.47289,37.5048,2.91694,24.8762,-1.07988,71.1159,0,24.8762,1.07988,37.5048,-2.91694
triangle,10487,0,21.6622,-1.03447,21.6622,1.03447,32.8297,1.64513,25.9334,3.14159,32.8297,-1.64513,21.6338,-2.45257,8.08651,-0.988796,8.08651,0.988796,21.6338,2.45257,5.71627,-0.156398,7.79779,-1.09105,3.31431,3.14159,7.79779,1.09105,5.71627,0.156398
triangle,20515,0,27.4002,-2.04526,27.4002,2.04526,62.7728,1.0497,271.708,0,62.7728,-1.0497,129.175,-2.20623,127.542,-1.52384,127.542,1.52384,129.175,2.20623,15.0803,1.22798,126.471,2.63009,42.3127,0,126.471,-2.63009,15.0803,-1.22798
triangle,17422,0,297.89,-0.2299,297.89,0.2299,14.1353,2.46582,19.3537,0,14.1353,-2.46582,148.189,-2.70752,53.4338,3.07824,53.4338,-3.07824,148.189,2.70752,141.262,0.691839,145.361,1.84675,118.133,0,145.361,-1.84675,141.262,-0.691839
triangle,18021,0,192.73,-1.8202,192.73,1.8202,110.74,0.179887,51.2102,3.14159,110.74,-0.179887,3.97311,-2.3109,112.54,-1.2001,112.54,1.2001,3.97311,2.3109,36.2292,-0.829402,22.4574,-0.295273,37.4762,3.14159,22.4574,0.295273,36.2292,0.829402
triangle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
triangle,18946,0,229.427,-1.34059,229.427,1.34059,94.3501,0.502688,161.246,0,94.3501,-0.502688,50.063,-2.27132,18.1303,-2.4746,18.1303,2.4746,50.063,2.27132,52.9074,1.20486,106.815,2.20101,22.7529,0,106.815,-2.20101,52.9074,-1.20486
triangle,36676,0,284.676,2.72685,284.676,-2.72685,145.764,-1.85448,167.526,0,145.764,1.85448,326.993,-1.27192,288.922,-1.63049,288.922,1.63049,326.993,1.27192,118.99,1.37576,87.6962,1.91841,16.5647,0,87.6962,-1.91841,118.99,-1.37576
triangle,27394,0,187.027,-1.59093,187.027,1.59093,157.195,-0.0438507,170.92,3.14159,157.195,0.0438507,34.9132,1.44309,78.9699,-1.73487,78.9699,1.73487,34.9132,-1.44309,7.97363,-1.34881,21.0311,-2.98869,10.6635,3.14159,21.0311,2.98869,7.97363,1.34881
triangle,32271,0,186.525,-2.84057,186.525,2.84057,27.7182,-2.72949,92.4616,3.14159,27.7182,2.72949,9.45744,-1.61662,50.9511,-0.762255,50.9511,0.762255,9.45744,1.61662,21.061,-0.00701324,34.4721,0.0694126,97.5246,0,34.4721,-0.0694126,21.061,0.00701324
triangle,20271,0,166.134,-1.70798,166.134,1.70798,10.5327,-1.8874,21.3379,3.14159,10.5327,1.8874,75.4413,-2.23928,121.131,-2.7002,121.131,2.7002,75.4413,2.23928,45.2975,-1.0224,35.7604,2.34878,39.8932,3.14159,35.7604,-2.34878,45.2975,1.0224
triangle,22870,0,319.825,-2.11423,319.825,2.11423,147.406,0.586554,133.342,0,147.406,-0.586554,32.7051,3.03678,142.082,-1.92582,142.082,1.92582,32.7051,-3.03678,43.4368,-2.20747,136.233,-1.90379,112.084,3.14159,136.233,1.90379,43.4368,2.20747
triangle,53551,0,223.49,-2.59271,223.49,2.59271,231.482,0.503277,161.561,3.14159,231.482,-0.503277,174.889,-1.17944,377.602,-1.66007,377.602,1.66007,174.889,1.17944,94.4514,-2.13871,176.253,-0.207407,89.2576,0,176.253,0.207407,94.4514,2.13871
