categoria,Z0_0_mag,Z0_0_phase,Z1_-1_mag,Z1_-1_phase,Z1_1_mag,Z1_1_phase,Z2_-2_mag,Z2_-2_phase,Z2_0_mag,Z2_0_phase,Z2_2_mag,Z2_2_phase,Z3_-3_mag,Z3_-3_phase,Z3_-1_mag,Z3_-1_phase,Z3_1_mag,Z3_1_phase,Z3_3_mag,Z3_3_phase,Z4_-4_mag,Z4_-4_phase,Z4_-2_mag,Z4_-2_phase,Z4_0_mag,Z4_0_phase,Z4_2_mag,Z4_2_phase,Z4_4_mag,Z4_4_phase
circle,22322,0,30.89,-1.83869,30.89,1.83869,23.2523,2.54955,112.345,3.14159,23.2523,-2.54955,30.8629,1.38024,80.3742,-2.67489,80.3742,2.67489,30.8629,-1.38024,62.9165,3.12846,38.8401,0.652111,85.5553,0,38.8401,-0.652111,62.9165,-3.12846
circle,19151,0,66.0073,-1.73667,66.0073,1.73667,62.2065,1.61368,139.476,3.14159,62.2065,-1.61368,34.1769,2.65574,63.5043,-2.81252,63.5043,2.81252,34.1769,-2.65574,44.6565,-2.17986,25.6939,1.05846,63.6812,0,25.6939,-1.05846,44.6565,2.17986
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,5.48746e+303,3.14159,4.6473e+303,2.26553,4.6473e+303,-2.26553,3.93578e+303,1.38948,2.38409e+303,3.14159,3.93578e+303,-1.38948,3.33319e+303,0.513419,7.04954e+302,2.26553,7.04954e+302,-2.26553,3.33319e+303,-0.513419,2.82286e+303,-0.36264,5.15896e+302,-1.75212,1.19004e+303,0,5.15896e+302,1.75212,2.82286e+303,0.36264
circle,15743,0,28.4899,-0.0601393,28.4899,0.0601393,95.5776,2.85663,249.082,3.14159,95.5776,-2.85663,48.4758,2.71065,176.911,-0.252351,176.911,0.252351,48.4758,-2.71065,41.6682,-0.00257891,115.879,1.67777,94.4955,0,115.879,-1.67777,41.6682,0.00257891
circle,25143,0,118.371,-2.5958,118.371,2.5958,61.2789,-1.08285,122.287,0,61.2789,1.08285,83.771,-3.02859,45.0301,-0.379699,45.0301,0.379699,83.771,3.02859,36.8865,2.72537,136.867,-3.06757,263.71,0,136.867,3.06757,36.8865,-2.72537
circle,15309,0,140.165,-1.50946,140.165,1.50946,152.976,2.42931,245.588,3.14159,152.976,-2.42931,116.617,-2.0579,79.7166,-0.801404,79.7166,0.801404,116.617,2.0579,24.3169,-0.164165,63.7724,1.95472,16.9563,3.14159,63.7724,-1.95472,24.3169,0.164165
circle,5.48747e+303,3.14159,5.3168e+303,2.50268,5.3168e+303,-2.50268,5.15145e+303,1.86376,4.81542e+303,3.14159,5.15145e+303,-1.86376,4.99123e+303,1.22485,4.34009e+303,2.50268,4.34009e+303,-2.50268,4.99123e+303,-1.22485,4.836e+303,0.585937,3.88966e+303,1.86376,3.59479e+303,3.14159,3.88966e+303,-1.86376,4.836e+303,-0.585937
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,18313,0,41.7147,2.75502,41.7147,-2.75502,34.5539,-0.0764155,53.3562,3.14159,34.5539,0.0764155,12.315,-0.333729,58.5924,-0.201671,58.5924,0.201671,12.315,0.333729,18.7992,0.0645089,19.7932,0.501084,3.05483,0,19.7932,-0.501084,18.7992,-0.0645089
circle,24045,0,205.589,3.1104,205.589,-3.1104,62.5819,-0.812135,651.998,0,62.5819,0.812135,37.6055,-0.842736,97.748,0.00858172,97.748,-0.00858172,37.6055,0.842736,27.1906,3.09663,79.7699,2.39699,16.7434,3.14159,79.7699,-2.39699,27.1906,-3.09663
circle,19149,0,50.4261,-1.05582,50.4261,1.05582,40.8483,2.87117,183.407,3.14159,40.8483,-2.87117,57.1745,3.12249,82.2268,-1.76501,82.2268,1.76501,57.1745,-3.12249,68.641,-2.94479,108.577,2.44387,8.38779,3.14159,108.577,-2.44387,68.641,2.94479
circle,15961,0,54.722,-2.88104,54.722,2.88104,29.1716,-1.36441,102.733,3.14159,29.1716,1.36441,29.6384,2.39226,20.7051,-0.415596,20.7051,0.415596,29.6384,-2.39226,22.632,0.074529,56.0276,1.39034,21.1746,0,56.0276,-1.39034,22.632,-0.074529
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,27266,0,125.518,-2.59229,125.518,2.59229,72.528,0.243546,163.976,3.14159,72.528,-0.243546,57.1588,-2.72083,65.363,-0.657419,65.363,0.657419,57.1588,2.72083,62.2888,-1.13575,47.7227,0.728975,58.9331,0,47.7227,-0.728975,62.2888,1.13575
circle,15371,0,1.41421,-2.35619,1.41421,2.35619,7.0144e-12,-3.13998,22.6882,3.14159,7.0144e-12,3.13998,1.41421,2.35619,1.41421,-2.35619,1.41421,2.35619,1.41421,-2.35619,13.7772,-3.14159,1.94387e-12,0.00945254,22.454,3.14159,1.94387e-12,-0.00945254,13.7772,3.14159
circle,20699,0,126.396,-1.53277,126.396,1.53277,141.355,0.809998,213.3,3.14159,141.355,-0.809998,75.1955,-3.08183,84.463,-1.57028,84.463,1.57028,75.1955,3.08183,72.3558,-2.43951,30.1482,3.07486,9.18463,3.14159,30.1482,-3.07486,72.3558,2.43951
circle,13752,0,73.595,-2.17174,73.595,2.17174,40.3817,2.32824,78.5498,3.14159,40.3817,-2.32824,29.3741,-2.24959,24.2191,0.93583,24.2191,-0.93583,29.3741,2.24959,14.0809,-1.15328,12.46,-1.32495,48.5803,0,12.46,1.32495,14.0809,1.15328
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,15735,0,61.6677,3.0524,61.6677,-3.0524,41.8243,3.09534,74.2339,3.14159,41.8243,-3.09534,30.3308,-3.04986,31.2851,3.12746,31.2851,-3.12746,30.3308,3.04986,36.2132,-3.09624,16.5535,-3.07895,37.2033,3.14159,16.5535,3.07895,36.2132,3.09624
circle,17995,0,114.756,-2.07864,114.756,2.07864,26.62,1.67191,79.2658,3.14159,26.62,-1.67191,48.7161,-2.61344,36.1923,-2.45758,36.1923,2.45758,48.7161,2.61344,23.7217,-2.36101,46.638,2.89306,106.928,0,46.638,-2.89306,23.7217,2.36101
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,15648,0,143.486,-2.82483,143.486,2.82483,13.2004,-0.421738,209.712,3.14159,13.2004,0.421738,21.4524,-2.06616,51.901,-2.43747,51.901,2.43747,21.4524,2.06616,25.0595,-2.47299,58.6283,-2.2893,148.74,0,58.6283,2.2893,25.0595,2.47299
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,17367,0,82.8783,-2.24574,82.8783,2.24574,44.0547,2.5016,118.296,3.14159,44.0547,-2.5016,61.7325,-2.85687,17.8338,-1.21593,17.8338,1.21593,61.7325,2.85687,23.4225,2.84739,22.407,2.14777,34.7255,0,22.407,-2.14777,23.4225,-2.84739
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,22431,0,27.9688,2.63956,27.9688,-2.63956,63.3098,-2.96312,72.2866,3.14159,63.3098,2.96312,22.957,3.05903,35.9855,-2.60299,35.9855,2.60299,22.957,-3.05903,45.3136,-3.0017,30.9209,-3.12164,38.8536,0,30.9209,3.12164,45.3136,3.0017
circle,17527,0,141.963,-2.68881,141.963,2.68881,113.064,2.76561,214.708,3.14159,113.064,-2.76561,37.1849,-2.98246,25.5966,1.24825,25.5966,-1.24825,37.1849,2.98246,25.0392,2.89938,10.6963,-0.430207,113.697,0,10.6963,0.430207,25.0392,-2.89938
circle,30342,0,191.267,-2.8612,191.267,2.8612,152.705,-2.74576,308.152,3.14159,152.705,2.74576,100.311,2.80957,61.7756,-3.06082,61.7756,3.06082,100.311,-2.80957,116.4,-2.90263,59.3958,3.13191,124.946,3.14159,59.3958,-3.13191,116.4,2.90263
circle,24000,0,132.891,-2.6436,132.891,2.6436,25.5459,-1.80119,55.7531,3.14159,25.5459,1.80119,46.0927,2.77863,20.8033,0.404958,20.8033,-0.404958,46.0927,-2.77863,50.7579,3.09787,44.3233,1.98668,17.5456,0,44.3233,-1.98668,50.7579,-3.09787
circle,17698,0,131.993,1.0513,131.993,-1.0513,120.761,-2.41901,135.755,3.14159,120.761,2.41901,72.7828,2.54656,65.2228,-2.75747,65.2228,2.75747,72.7828,-2.54656,53.495,-2.85259,85.6487,2.87903,10.7819,0,85.6487,-2.87903,53.495,2.85259
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,26250,0,122.711,-2.34688,122.711,2.34688,105.612,2.64586,373.018,3.14159,105.612,-2.64586,94.8334,3.11264,194.472,-0.29223,194.472,0.29223,94.8334,-3.11264,65.1505,-2.50193,41.6431,0.943235,336.648,0,41.6431,-0.943235,65.1505,2.50193
circle,14705,0,82.2443,-1.99451,82.2443,1.99451,75.691,-2.96029,134.587,3.14159,75.691,2.96029,77.1713,2.86295,82.9474,-0.706691,82.9474,0.706691,77.1713,-2.86295,56.3481,-2.77614,99.043,1.86177,20.7522,3.14159,99.043,-1.86177,56.3481,2.77614
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,24762,0,359.561,1.32381,359.561,-1.32381,644.815,3.11672,997.857,3.14159,644.815,-3.11672,689.476,-1.93298,689.255,-1.81036,689.255,1.81036,689.476,1.93298,585.511,-2.63982,643.997,2.74131,592.365,0,643.997,-2.74131,585.511,2.63982
circle,20173,0,51.804,-2.87783,51.804,2.87783,32.4775,-2.04197,134.509,3.14159,32.4775,2.04197,68.3585,-2.90987,100.379,2.81642,100.379,-2.81642,68.3585,2.90987,72.0945,3.01635,67.0796,-2.7346,65.8396,0,67.0796,2.7346,72.0945,-3.01635
circle,39802,0,354.566,-2.95053,354.566,2.95053,18.9195,0.0218337,302.649,3.14159,18.9195,-0.0218337,79.7689,-1.40857,144.698,-0.479591,144.698,0.479591,79.7689,1.40857,120.352,-1.97128,72.5778,0.500553,138.448,0,72.5778,-0.500553,120.352,1.97128
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,11734,0,42.8745,2.89223,42.8745,-2.89223,65.9252,0.260357,109.149,3.14159,65.9252,-0.260357,19.8044,-1.86039,40.5675,-0.310604,40.5675,0.310604,19.8044,1.86039,28.7433,-2.79304,33.1656,-0.437002,42.3233,0,33.1656,0.437002,28.7433,2.79304
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,18660,0,50.4266,-2.39162,50.4266,2.39162,85.2037,0.0907764,81.9622,3.14159,85.2037,-0.0907764,78.8134,-2.98316,67.0232,-0.63553,67.0232,0.63553,78.8134,2.98316,20.2752,-1.00842,78.515,1.93183,41.9508,0,78.515,-1.93183,20.2752,1.00842
circle,22216,0,171.5,-1.74215,171.5,1.74215,134.247,2.45345,370.09,3.14159,134.247,-2.45345,83.6474,-3.10093,192.709,-0.596998,192.709,0.596998,83.6474,3.10093,89.75,-0.883411,80.4636,1.71026,41.5182,0,80.4636,-1.71026,89.75,0.883411
circle,5.31409e+303,3.14159,5.22584e+303,2.13366,5.22584e+303,-2.13366,5.13905e+303,1.12574,4.96402e+303,3.14159,5.13905e+303,-1.12574,5.05371e+303,0.117808,4.70946e+303,2.13366,4.70946e+303,-2.13366,5.05371e+303,-0.117808,4.96979e+303,-0.89012,4.46198e+303,1.12574,4.29848e+303,3.14159,4.46198e+303,-1.12574,4.96979e+303,0.89012
circle,16622,0,22.6723,2.89251,22.6723,-2.89251,27.5803,3.00114,62.3032,3.14159,27.5803,-3.00114,12.7545,-1.99074,34.8238,3.12369,34.8238,-3.12369,12.7545,1.99074,52.1049,-2.89533,21.3789,-2.91549,10.9793,3.14159,21.3789,2.91549,52.1049,2.89533
circle,25526,0,84.0068,2.40846,84.0068,-2.40846,92.5766,-2.37041,120.77,3.14159,92.5766,2.37041,85.8984,-1.58701,162.996,0.320658,162.996,-0.320658,85.8984,1.58701,36.4709,1.22062,3.07337,-2.73206,54.6485,0,3.07337,2.73206,36.4709,-1.22062
circle,17424,0,114.568,0.319395,114.568,-0.319395,26.4683,-2.6119,127.322,3.14159,26.4683,2.6119,35.8953,-0.633021,46.7795,-0.0884767,46.7795,0.0884767,35.8953,0.633021,34.899,-3.01139,57.8658,1.88751,1.53353,3.14159,57.8658,-1.88751,34.899,3.01139
circle,17679,0,17.7292,1.79161,17.7292,-1.79161,111.885,2.94125,89.7731,3.14159,111.885,-2.94125,103.846,-2.49977,40.1375,-1.34788,40.1375,1.34788,103.846,2.49977,24.6301,-2.98345,80.1033,2.7507,106.336,0,80.1033,-2.7507,24.6301,2.98345
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,18510,0,128.287,-2.67638,128.287,2.67638,50.6835,-0.831966,42.8251,3.14159,50.6835,0.831966,15.3846,-2.58424,97.0175,0.0682646,97.0175,-0.0682646,15.3846,2.58424,24.2018,0.830946,5.23837,-2.09464,151.969,0,5.23837,2.09464,24.2018,-0.830946
circle,17382,0,37.5004,0.861143,37.5004,-0.861143,45.4071,3.00429,35.8051,0,45.4071,-3.00429,14.297,-2.02059,19.9037,-1.79757,19.9037,1.79757,14.297,2.02059,7.22349,-2.25145,32.5265,-2.38457,203.438,0,32.5265,2.38457,7.22349,2.25145
circle,11765,0,90.791,2.37667,90.791,-2.37667,13.5671,2.47671,31.27,3.14159,13.5671,-2.47671,27.3701,-2.10641,50.693,-2.16486,50.693,2.16486,27.3701,2.10641,22.2223,-2.41819,21.1371,-1.97603,89.0662,0,21.1371,1.97603,22.2223,2.41819
circle,12862,0,124.526,3.10254,124.526,-3.10254,27.67,-2.07131,17.4604,0,27.67,2.07131,20.4152,-2.66356,36.1072,0.426114,36.1072,-0.426114,20.4152,2.66356,12.0161,2.25802,28.9901,1.89877,143.633,0,28.9901,-1.89877,12.0161,-2.25802
circle,17425,0,62.5683,-2.41968,62.5683,2.41968,39.3892,1.41457,140.38,3.14159,39.3892,-1.41457,107.413,-2.91733,40.36,-1.18533,40.36,1.18533,107.413,2.91733,40.7,-2.23622,60.6587,1.35828,51.5849,3.14159,60.6587,-1.35828,40.7,2.23622
circle,4.15448e+294,3.14159,3.98351e+294,2.55772,3.98351e+294,-2.55772,3.81958e+294,1.97385,3.48467e+294,3.14159,3.81958e+294,-1.97385,3.66239e+294,1.38998,3.02015e+294,2.55772,3.02015e+294,-2.55772,3.66239e+294,-1.38998,3.51167e+294,0.806111,2.58796e+294,1.97385,2.30705e+294,3.14159,2.58796e+294,-1.97385,3.51167e+294,-0.806111
circle,28964,0,152.812,-2.81898,152.812,2.81898,113.474,-2.97692,534.754,3.14159,113.474,2.97692,75.4611,-2.03987,344.443,-0.110967,344.443,0.110967,75.4611,2.03987,26.8488,2.86943,121.29,0.191714,129.147,3.14159,121.29,-0.191714,26.8488,-2.86943
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,26398,0,121.761,-0.622865,121.761,0.622865,135.729,-0.130833,682.847,3.14159,135.729,0.130833,170.976,3.13435,132.162,1.49845,132.162,-1.49845,170.976,-3.13435,117.714,3.06511,119.902,2.92131,334.787,0,119.902,-2.92131,117.714,-3.06511
circle,14840,0,79.2484,-1.59878,79.2484,1.59878,53.1785,-0.132704,74.0126,3.14159,53.1785,0.132704,42.6082,0.957671,41.3828,-1.94065,41.3828,1.94065,42.6082,-0.957671,44.6876,2.32065,30.3061,-0.75123,29.093,3.14159,30.3061,0.75123,44.6876,-2.32065
circle,18074,0,26.0071,2.2483,26.0071,-2.2483,20.8778,1.40669,21.0814,3.14159,20.8778,-1.40669,12.8045,0.837123,18.2945,-1.0059,18.2945,1.0059,12.8045,-0.837123,3.14187,-1.58405,18.1807,-1.57463,0.671326,0,18.1807,1.57463,3.14187,1.58405
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,28582,0,881.014,-0.646782,881.014,0.646782,769.275,2.75436,449.115,0,769.275,-2.75436,399.242,-2.42115,581.123,0.377253,581.123,-0.377253,399.242,2.42115,689.131,-0.0823882,104.392,-2.3747,1473.71,0,104.392,2.3747,689.131,0.0823882
circle,24661,0,68.2961,-1.68444,68.2961,1.68444,41.4125,0.432416,49.8474,0,41.4125,-0.432416,59.7225,-0.608379,167.819,-0.192206,167.819,0.192206,59.7225,0.608379,22.6146,3.08098,60.2661,2.3471,80.087,3.14159,60.2661,-2.3471,22.6146,-3.08098
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,6267,0,27.1461,-3.09082,27.1461,3.09082,35.8902,2.75919,10.7748,3.14159,35.8902,-2.75919,24.6819,-3.01095,24.5307,-2.78731,24.5307,2.78731,24.6819,3.01095,25.8129,3.05198,13.106,-2.18987,11.2276,3.14159,13.106,2.18987,25.8129,-3.05198
circle,14634,0,70.475,3.1237,70.475,-3.1237,84.9991,-0.59628,136.786,3.14159,84.9991,0.59628,22.2796,-1.80986,8.92778,-0.13011,8.92778,0.13011,22.2796,1.80986,30.8824,2.78019,26.1498,-0.988998,54.9187,0,26.1498,0.988998,30.8824,-2.78019
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,20132,0,84.6082,3.08685,84.6082,-3.08685,46.6158,-0.0836821,111.62,3.14159,46.6158,0.0836821,7.50564,0.399311,69.6551,-1.38455,69.6551,1.38455,7.50564,-0.399311,24.61,-2.36742,32.4373,1.38473,148.083,0,32.4373,-1.38473,24.61,2.36742
circle,3.31419e+249,0,3.22643e+249,-0.934721,3.22643e+249,0.934721,3.141e+249,-1.86944,2.96781e+249,0,3.141e+249,1.86944,3.05783e+249,-2.80416,2.72062e+249,-0.934721,2.72062e+249,0.934721,3.05783e+249,2.80416,2.97686e+249,2.5443,2.48444e+249,-1.86944,2.32935e+249,0,2.48444e+249,1.86944,2.97686e+249,-2.5443
circle,24770,0,226.608,2.94503,226.608,-2.94503,73.3079,-2.82113,157.144,3.14159,73.3079,2.82113,103.829,3.09817,32.7631,3.0841,32.7631,-3.0841,103.829,-3.09817,71.8126,-3.0166,78.7649,2.91229,198.218,0,78.7649,-2.91229,71.8126,3.0166
circle,14572,0,77.9789,-2.51869,77.9789,2.51869,65.4868,1.30425,106.767,3.14159,65.4868,-1.30425,68.7984,-2.71057,83.442,-0.537333,83.442,0.537333,68.7984,2.71057,34.7152,-0.912879,60.7064,1.53895,28.0673,0,60.7064,-1.53895,34.7152,0.912879
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,22294,0,113.257,-2.50044,113.257,2.50044,68.048,0.0289516,5.34311,0,68.048,-0.0289516,25.9223,-0.397025,105.071,-0.100897,105.071,0.100897,25.9223,0.397025,13.7908,0.1196,54.119,1.38289,10.1572,0,54.119,-1.38289,13.7908,-0.1196
circle,18082,0,66.3889,1.86952,66.3889,-1.86952,136.353,2.94274,285.536,3.14159,136.353,-2.94274,47.2751,-2.56326,252.857,-0.23842,252.857,0.23842,47.2751,2.56326,35.2885,0.0341828,28.3127,1.94886,98.9273,0,28.3127,-1.94886,35.2885,-0.0341828
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,11692,0,455.108,-1.78848,455.108,1.78848,783.296,1.13144,64.1705,3.14159,783.296,-1.13144,98.9399,-0.270725,712.216,-0.750253,712.216,0.750253,98.9399,0.270725,155.714,0.138322,514.564,1.72628,2063.15,0,514.564,-1.72628,155.714,-0.138322
circle,39559,0,431.393,-2.51419,431.393,2.51419,114.537,0.70872,343.04,3.14159,114.537,-0.70872,163.021,2.45366,214.564,-0.614744,214.564,0.614744,163.021,-2.45366,42.8486,-1.30165,134.014,0.683743,225.031,0,134.014,-0.683743,42.8486,1.30165
circle,16977,0,69.1743,-2.6129,69.1743,2.6129,34.2577,2.58369,69.9693,3.14159,34.2577,-2.58369,11.9199,-1.42033,48.7353,-0.439811,48.7353,0.439811,11.9199,1.42033,30.1149,-0.177297,33.8507,0.790359,0.866973,3.14159,33.8507,-0.790359,30.1149,0.177297
circle,36213,0,18058.7,-1.21862,18058.7,1.21862,17908.5,-2.43647,17873.3,0,17908.5,2.43647,17772.4,2.63236,17831,-1.20223,17831,1.20223,17772.4,-2.63236,17849.4,1.41664,17644.1,-2.43736,17380.6,0,17644.1,2.43736,17849.4,-1.41664
circle,14290,0,49.1211,1.90873,49.1211,-1.90873,87.9479,3.07744,153.687,0,87.9479,-3.07744,119.188,-2.50463,105.781,-2.40052,105.781,2.40052,119.188,2.50463,17.3896,2.6913,80.2422,-2.67042,45.4544,0,80.2422,2.67042,17.3896,-2.6913
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,36362,0,139.867,-2.79727,139.867,2.79727,28.5143,-3.00563,86.3402,3.14159,28.5143,3.00563,20.0412,2.3333,12.6044,0.466927,12.6044,-0.466927,20.0412,-2.3333,4.81542,3.08141,22.669,1.16727,40.4347,0,22.669,-1.16727,4.81542,-3.08141
circle,8452,0,21.091,-3.02278,21.091,3.02278,16.5069,2.86278,11.2478,3.14159,16.5069,-2.86278,21.0427,3.06169,17.0704,-3.0392,17.0704,3.0392,21.0427,-3.06169,29.4151,-3.0849,22.8864,-2.87256,8.57851,3.14159,22.8864,2.87256,29.4151,3.0849
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,19677,0,184.884,1.04394,184.884,-1.04394,77.6249,-0.967432,67.9569,3.14159,77.6249,0.967432,3.9541,1.15036,9.7286,2.58501,9.7286,-2.58501,3.9541,-1.15036,25.8845,-2.19811,13.2383,-3.12292,55.1209,0,13.2383,3.12292,25.8845,2.19811
circle,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
circle,9159,0,86.271,-1.82452,86.271,1.82452,92.2075,-0.148106,139.316,3.14159,92.2075,0.148106,6.49203,-0.811051,10.0146,-2.65702,10.0146,2.65702,6.49203,0.811051,16.5602,2.88928,17.7316,-1.13477,59.3955,0,17.7316,1.13477,16.5602,-2.88928
circle,11228,0,50.7688,3.09627,50.7688,-3.09627,38.9081,3.13081,59.8628,3.14159,38.9081,-3.13081,27.5835,-3.11638,28.2473,-3.06179,28.2473,3.06179,27.5835,3.11638,30.1741,-3.13282,18.0416,-3.10338,35.2535,3.14159,18.0416,3.10338,30.1741,3.13282
circle,33594,0,99.5544,-2.915,99.5544,2.915,60.1358,-0.352147,39.7224,0,60.1358,0.352147,52.3685,0.0489969,91.72,0.356182,91.72,-0.356182,52.3685,-0.0489969,7.66316,1.05794,31.6196,2.33992,11.8596,0,31.6196,-2.33992,7.66316,-1.05794
circle,9740,0,14.5868,1.32849,14.5868,-1.32849,14.8333,1.60858,13.4879,0,14.8333,-1.60858,8.39264,3.01337,25.7506,-1.46906,25.7506,1.46906,8.39264,-3.01337,11.5547,3.12245,5.84151,-0.774775,22.1677,0,5.84151,0.774775,11.5547,-3.12245
circle,32626,0,89.9488,-2.86085,89.9488,2.86085,199.576,0.557341,514.554,3.14159,199.576,-0.557341,33.719,0.763871,42.2041,-1.76184,42.2041,1.76184,33.719,-0.763871,93.0396,3.02697,84.8508,0.322391,230.64,3.14159,84.8508,-0.322391,93.0396,-3.02697
